date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,day_posted,month_posted,year_posted,mid_price_by_zipcode,price_per_sqft,sqft_lot_per_living,house_age
2014-10-28,400000.0,3,1,1690,6658,1,0,0,3,7,1690,0,1942,1982,98133,47.7099,-122.35,1080,5925,Tuesday,October,2014,375000.0,236.68639053254438,3.9396449704142014,72
2015-04-02,294000.0,3,1,1250,9427,1,0,0,3,6,1250,0,1931,0,98034,47.7254,-122.175,1590,8250,Thursday,April,2015,445950.0,235.2,7.5416,84
2015-03-10,315001.0,3,1,1500,10230,1,0,0,2,7,1500,0,1968,0,98058,47.4349,-122.168,1770,8374,Tuesday,March,2015,335000.0,210.00066666666666,6.82,47
2014-07-31,360000.0,3,2,1630,10723,1,0,0,5,7,1630,0,1959,0,98059,47.4898,-122.133,1450,10723,Thursday,July,2014,435000.0,220.85889570552146,6.578527607361964,55
2014-08-05,520000.0,3,2,1410,2700,2,0,0,4,7,1410,0,1902,0,98122,47.6029,-122.302,1750,4000,Tuesday,August,2014,572000.0,368.79432624113474,1.9148936170212767,112
2014-10-10,474000.0,3,1,1140,4560,1,0,0,4,6,770,370,1944,0,98117,47.6889,-122.362,1340,3980,Friday,October,2014,544000.0,415.7894736842105,4.0,70
2015-03-13,702000.0,4,2,3280,5876,2,0,0,3,7,3280,0,2004,0,98053,47.6802,-122.034,2600,5000,Friday,March,2015,635000.0,214.02439024390245,1.7914634146341464,11
2015-03-05,308000.0,4,2,2020,7277,2,0,0,3,8,2020,0,1993,0,98055,47.4318,-122.19,2820,7284,Thursday,March,2015,294950.0,152.47524752475246,3.6024752475247523,22
2014-07-25,340000.0,3,2,2270,7917,2,0,0,3,8,2270,0,1986,0,98092,47.2643,-122.22,2160,7917,Friday,July,2014,309780.0,149.7797356828194,3.4876651982378855,28
2015-04-01,306500.0,2,1,1310,10200,1,0,0,4,6,1310,0,1947,0,98065,47.5231,-121.82,1500,7200,Wednesday,April,2015,500000.0,233.96946564885496,7.786259541984733,68
2015-01-26,716000.0,3,2,1420,3600,1,0,0,4,7,1420,0,1904,0,98119,47.6367,-122.364,1250,3600,Monday,January,2015,744975.0,504.22535211267603,2.535211267605634,111
2015-03-23,564500.0,4,2,1950,6000,1,0,0,3,7,1350,600,1961,0,98115,47.6909,-122.301,1980,6000,Monday,March,2015,567000.0,289.4871794871795,3.076923076923077,54
2015-02-06,393000.0,4,1,1790,11801,1,0,0,4,8,1790,0,1974,0,98056,47.5172,-122.17,2000,12988,Friday,February,2015,380000.0,219.55307262569832,6.592737430167598,41
2015-03-12,425000.0,5,1,1400,5071,1,0,0,3,5,1400,0,1916,0,98014,47.6499,-121.908,1200,7500,Thursday,March,2015,415000.0,303.57142857142856,3.6221428571428573,99
2015-03-18,444900.0,4,2,3120,7448,2,0,0,3,9,3120,0,1998,0,98042,47.3645,-122.126,2980,8102,Wednesday,March,2015,292000.0,142.59615384615384,2.387179487179487,17
2014-07-22,305000.0,4,2,2100,14773,2,0,0,3,8,2100,0,1998,0,98023,47.3045,-122.391,2370,15440,Tuesday,July,2014,268450.0,145.23809523809524,7.034761904761905,16
2014-08-18,469000.0,3,3,1370,1194,3,0,0,3,8,1370,0,2004,0,98107,47.6718,-122.388,1800,2678,Monday,August,2014,529950.0,342.33576642335765,0.8715328467153285,10
2014-09-26,525000.0,3,1,1520,7875,1,0,0,5,8,1520,0,1969,0,98006,47.5569,-122.176,2150,9428,Friday,September,2014,760184.5,345.39473684210526,5.180921052631579,45
2015-04-04,330000.0,3,2,2410,17424,1,0,0,3,7,1630,780,1978,0,98030,47.3741,-122.218,1530,11761,Saturday,April,2015,282255.0,136.92946058091286,7.229875518672199,37
2014-10-02,618000.0,4,1,1260,4080,1,0,0,4,7,1260,0,1911,0,98105,47.6644,-122.324,1340,4080,Thursday,October,2014,675000.0,490.4761904761905,3.238095238095238,103
2014-11-17,295500.0,4,2,2830,7350,1,0,0,3,8,1690,1140,1982,0,98023,47.3088,-122.341,2350,7768,Monday,November,2014,268450.0,104.41696113074205,2.597173144876325,32
2015-05-04,303000.0,2,1,1020,9200,1,0,0,3,7,1020,0,1978,0,98045,47.4461,-121.769,1520,9600,Monday,May,2015,399500.0,297.05882352941177,9.019607843137255,37
2014-07-08,300000.0,4,2,2200,8065,2,0,0,3,7,2200,0,1998,0,98031,47.4042,-122.213,2641,8535,Tuesday,July,2014,288200.0,136.36363636363637,3.665909090909091,16
2014-10-15,413107.0,3,1,1420,7520,1,0,0,4,7,1420,0,1956,0,98007,47.601,-122.134,2000,7520,Wednesday,October,2014,555000.0,290.9204225352113,5.295774647887324,58
2014-08-20,400000.0,3,1,1350,3090,1,0,0,5,6,1350,0,1914,0,98103,47.682,-122.348,1350,3090,Wednesday,August,2014,550000.0,296.2962962962963,2.2888888888888888,100
2015-04-08,535000.0,3,1,1290,6859,1,0,0,4,7,1290,0,1941,0,98136,47.5317,-122.387,1560,6369,Wednesday,April,2015,489950.0,414.72868217054264,5.3170542635658915,74
2014-09-19,555000.0,4,2,1680,2600,1,0,0,5,7,840,840,1915,0,98107,47.6648,-122.363,1680,3340,Friday,September,2014,529950.0,330.35714285714283,1.5476190476190477,99
2014-11-19,312000.0,3,2,2280,6386,2,0,0,3,8,2280,0,2008,0,98042,47.3861,-122.096,2550,4835,Wednesday,November,2014,292000.0,136.8421052631579,2.800877192982456,6
2014-06-03,785200.0,3,2,1840,3500,1,0,0,5,8,1540,300,1910,0,98122,47.6063,-122.292,1800,3300,Tuesday,June,2014,572000.0,426.7391304347826,1.9021739130434783,104
2014-10-16,749000.0,4,2,2040,11850,1,0,2,3,7,1020,1020,1959,0,98033,47.6891,-122.208,2040,8504,Thursday,October,2014,678350.0,367.15686274509807,5.8088235294117645,55
2015-04-05,285000.0,3,1,1490,10367,1,0,0,3,7,1010,480,1957,0,98146,47.4973,-122.347,1000,8254,Sunday,April,2015,305000.0,191.2751677852349,6.957718120805369,58
2014-09-10,425000.0,4,2,2440,5088,2,0,0,3,7,2440,0,2007,0,98065,47.5406,-121.889,2440,5762,Wednesday,September,2014,500000.0,174.18032786885246,2.085245901639344,7
2014-07-17,360000.0,3,2,1930,15540,1,0,0,3,8,1260,670,1958,0,98155,47.7675,-122.307,1900,12123,Thursday,July,2014,375000.0,186.52849740932643,8.05181347150259,56
2015-05-05,260000.0,3,1,1200,6615,1,0,0,4,7,1200,0,1954,0,98106,47.5168,-122.351,1230,6615,Tuesday,May,2015,315000.0,216.66666666666666,5.5125,61
2014-05-30,369000.0,3,2,1550,8509,1,0,0,3,7,1150,400,1959,0,98106,47.5299,-122.344,1840,7620,Friday,May,2014,315000.0,238.06451612903226,5.489677419354838,55
2014-08-15,275000.0,4,2,2180,11132,1,0,0,4,8,1620,560,1978,0,98023,47.3187,-122.367,1950,13801,Friday,August,2014,268450.0,126.14678899082568,5.106422018348624,36
2014-09-03,407000.0,3,2,1430,1448,3,0,0,3,8,1430,0,2005,0,98103,47.6916,-122.341,1430,1383,Wednesday,September,2014,550000.0,284.61538461538464,1.0125874125874126,9
2015-04-12,575000.0,2,1,1230,5418,1,0,0,3,8,990,240,1949,0,98117,47.6839,-122.376,1330,5074,Sunday,April,2015,544000.0,467.479674796748,4.404878048780488,66
2015-01-08,875000.0,2,2,2720,4913,1,0,1,4,8,1700,1020,1936,0,98199,47.6384,-122.404,2520,5303,Thursday,January,2015,689800.0,321.69117647058823,1.80625,79
2014-07-12,320000.0,4,1,2220,6811,1,0,0,4,7,1270,950,1961,0,98056,47.5059,-122.193,1800,7350,Saturday,July,2014,380000.0,144.14414414414415,3.068018018018018,53
2014-07-03,810000.0,3,1,1520,9041,1,0,0,4,7,1520,0,1954,0,98004,47.6158,-122.213,3260,10020,Thursday,July,2014,1150000.0,532.8947368421053,5.948026315789473,60
2015-04-14,274000.0,3,1,1590,7620,1,0,0,4,7,1090,500,1984,0,98038,47.3655,-122.048,1590,7620,Tuesday,April,2015,342000.0,172.32704402515722,4.7924528301886795,31
2014-12-19,239900.0,4,1,1480,9523,1,0,0,3,7,1120,360,1959,0,98030,47.3732,-122.217,1590,8300,Friday,December,2014,282255.0,162.09459459459458,6.434459459459459,55
2014-12-14,450000.0,4,1,1860,7808,1,0,0,3,7,1080,780,1953,0,98125,47.7314,-122.3,1530,7884,Sunday,December,2014,425000.0,241.93548387096774,4.197849462365592,61
2015-04-15,265000.0,3,1,1360,5967,1,0,0,3,6,1360,0,1954,0,98178,47.4973,-122.256,1360,6052,Wednesday,April,2015,278277.0,194.85294117647058,4.3875,61
2014-06-16,418000.0,4,3,2360,6250,1,0,2,3,7,1460,900,1960,0,98118,47.512,-122.249,2500,6250,Monday,June,2014,367500.0,177.11864406779662,2.6483050847457625,54
2014-08-13,390000.0,3,2,2360,5737,2,0,0,3,8,2360,0,2003,0,98028,47.7633,-122.262,1600,9163,Wednesday,August,2014,445000.0,165.25423728813558,2.4309322033898306,11
2015-04-22,430000.0,3,2,1860,7500,1,0,0,3,7,930,930,1909,1950,98106,47.5662,-122.364,1000,5000,Wednesday,April,2015,315000.0,231.18279569892474,4.032258064516129,106
2015-04-01,650000.0,4,2,2330,7220,2,0,1,3,8,1600,730,1988,0,98177,47.7764,-122.386,2220,9100,Wednesday,April,2015,554000.0,278.9699570815451,3.0987124463519313,27
2014-05-09,195000.0,2,1,720,18000,1,0,0,3,6,720,0,1950,0,98178,47.5054,-122.261,1250,7925,Friday,May,2014,278277.0,270.8333333333333,25.0,64
2015-02-19,700000.0,3,1,1640,4590,1,0,0,5,7,1640,0,1951,0,98115,47.6846,-122.294,1760,5100,Thursday,February,2015,567000.0,426.8292682926829,2.798780487804878,64
2014-10-07,315000.0,2,1,1030,8576,1,0,0,5,6,1030,0,1952,0,98155,47.7352,-122.295,1310,8504,Tuesday,October,2014,375000.0,305.8252427184466,8.32621359223301,62
2014-10-08,603000.0,3,1,1790,5250,1,0,0,3,7,1400,390,1943,0,98105,47.6627,-122.276,1790,5250,Wednesday,October,2014,675000.0,336.87150837988827,2.9329608938547485,71
2014-06-29,530000.0,2,1,840,3400,1,0,2,4,7,840,0,1924,0,98119,47.6403,-122.372,2000,4000,Sunday,June,2014,744975.0,630.952380952381,4.0476190476190474,90
2014-09-09,397500.0,3,1,1300,8480,1,0,0,3,7,1300,0,1969,0,98052,47.6991,-122.13,1740,7280,Tuesday,September,2014,615000.0,305.7692307692308,6.523076923076923,45
2015-03-25,221000.0,3,1,1240,5250,1,0,0,4,6,1240,0,1904,0,98055,47.4917,-122.206,1240,5250,Wednesday,March,2015,294950.0,178.2258064516129,4.233870967741935,111
2014-12-02,466000.0,4,2,2170,8050,1,0,0,3,7,1220,950,1976,0,98072,47.7354,-122.174,1820,7700,Tuesday,December,2014,515000.0,214.74654377880185,3.7096774193548385,38
2014-06-19,197500.0,3,1,1330,5412,2,0,0,5,7,1330,0,1905,0,98022,47.2053,-121.993,1710,10825,Thursday,June,2014,279500.0,148.49624060150376,4.069172932330827,109
2015-05-07,280000.0,3,3,1390,1080,2,0,0,3,7,1140,250,2006,0,98118,47.5325,-122.282,1450,1461,Thursday,May,2015,367500.0,201.4388489208633,0.7769784172661871,9
2014-10-03,412000.0,2,1,1240,3873,1,0,0,4,6,860,380,1909,0,98116,47.5752,-122.388,1240,4336,Friday,October,2014,562750.0,332.258064516129,3.1233870967741937,105
2014-08-18,454000.0,2,1,880,6731,1,0,0,4,7,880,0,1950,0,98116,47.5694,-122.395,1240,6731,Monday,August,2014,562750.0,515.9090909090909,7.648863636363636,64
2014-06-09,250000.0,5,1,2520,5753,1,0,0,4,7,1510,1010,1928,0,98022,47.2058,-121.997,1620,6875,Monday,June,2014,279500.0,99.2063492063492,2.282936507936508,86
2014-05-13,245000.0,5,1,2020,7902,1,0,0,3,7,1220,800,1962,0,98168,47.51,-122.327,2220,8819,Tuesday,May,2014,235000.0,121.2871287128713,3.911881188118812,52
2014-10-07,290000.0,3,1,2060,7251,1,0,0,3,7,1350,710,1987,0,98030,47.3569,-122.175,1520,7582,Tuesday,October,2014,282255.0,140.7766990291262,3.519902912621359,27
2015-02-05,160000.0,2,1,930,7742,1,0,0,3,6,930,0,1933,0,98168,47.507,-122.302,2240,8723,Thursday,February,2015,235000.0,172.04301075268816,8.324731182795698,82
2015-03-27,325000.0,2,1,1060,6050,1,0,0,3,7,940,120,1939,0,98125,47.7028,-122.321,1540,5279,Friday,March,2015,425000.0,306.60377358490564,5.7075471698113205,76
2015-01-08,185000.0,2,1,670,6750,1,0,0,4,5,670,0,1947,0,98188,47.4521,-122.283,1700,11520,Thursday,January,2015,264000.0,276.1194029850746,10.074626865671641,68
2014-09-25,477000.0,3,2,1750,4990,1,0,0,3,7,950,800,1916,0,98107,47.6667,-122.361,1700,5000,Thursday,September,2014,529950.0,272.57142857142856,2.8514285714285714,98
2014-06-30,100000.0,2,1,930,7623,1,0,0,2,6,930,0,1942,0,98166,47.467,-122.349,1300,7641,Monday,June,2014,390000.0,107.52688172043011,8.196774193548388,72
2015-05-04,345000.0,4,2,2420,11481,1,0,0,3,8,1370,1050,1985,0,98003,47.341,-122.318,2290,8985,Monday,May,2015,267475.0,142.56198347107437,4.744214876033058,30
2015-03-31,530000.0,4,2,2410,14985,1,0,1,4,7,1950,460,1965,0,98166,47.4278,-122.343,2510,15256,Tuesday,March,2015,390000.0,219.91701244813277,6.217842323651452,50
2014-06-20,203000.0,3,1,1150,7156,1,0,0,4,6,1150,0,1953,0,98168,47.4864,-122.317,1210,7156,Friday,June,2014,235000.0,176.52173913043478,6.222608695652174,61
2014-10-28,599000.0,4,2,2480,5000,2,0,0,3,7,2480,0,2004,0,98053,47.6811,-122.035,2410,5000,Tuesday,October,2014,635000.0,241.53225806451613,2.0161290322580645,10
2014-07-20,370000.0,4,1,1310,6000,1,0,0,3,7,1310,0,1940,0,98144,47.5822,-122.295,1630,6000,Sunday,July,2014,450000.0,282.44274809160305,4.580152671755725,74
2015-02-27,140000.0,3,1,1240,8000,1,0,0,4,6,1040,200,1954,0,98198,47.4204,-122.316,1240,8000,Friday,February,2015,265000.0,112.90322580645162,6.451612903225806,61
2014-06-23,500000.0,3,1,1150,5100,2,0,0,3,8,1150,0,1911,2005,98136,47.5349,-122.384,1440,5100,Monday,June,2014,489950.0,434.7826086956522,4.434782608695652,103
2015-02-03,527200.0,3,1,1460,4000,1,0,2,4,7,730,730,1929,0,98144,47.5768,-122.307,1360,4000,Tuesday,February,2015,450000.0,361.09589041095893,2.73972602739726,86
2015-05-02,760000.0,4,2,3520,8095,2,0,0,3,9,3520,0,2006,0,98052,47.7065,-122.109,2460,4676,Saturday,May,2015,615000.0,215.9090909090909,2.299715909090909,9
2014-07-28,319000.0,2,1,960,4400,1,0,0,4,7,960,0,1951,0,98118,47.5269,-122.264,1520,5000,Monday,July,2014,367500.0,332.2916666666667,4.583333333333333,63
2014-06-23,362300.0,3,2,2430,15264,2,0,0,3,8,2430,0,1997,0,98030,47.3805,-122.208,2260,10416,Monday,June,2014,282255.0,149.09465020576133,6.281481481481482,17
2015-04-27,421000.0,3,2,1930,4505,1,0,3,4,7,1440,490,1973,0,98198,47.3459,-122.326,1550,4505,Monday,April,2015,265000.0,218.13471502590673,2.3341968911917097,42
2015-03-04,690000.0,3,1,1090,4000,1,0,0,4,7,1090,0,1945,0,98117,47.6846,-122.386,1520,4000,Wednesday,March,2015,544000.0,633.0275229357799,3.669724770642202,70
2014-12-08,238000.0,4,1,1650,6900,1,0,0,3,7,910,740,1978,1993,98002,47.2802,-122.211,1540,7645,Monday,December,2014,235000.0,144.24242424242425,4.181818181818182,36
2015-04-08,302500.0,3,2,1690,4476,2,0,0,3,7,1690,0,2008,0,98042,47.3663,-122.114,2250,4488,Wednesday,April,2015,292000.0,178.9940828402367,2.6485207100591714,7
2015-03-11,259950.0,4,1,1400,7920,1,0,0,3,7,1400,0,1963,0,98058,47.4658,-122.184,1910,7700,Wednesday,March,2015,335000.0,185.67857142857142,5.6571428571428575,52
2014-09-25,369950.0,3,2,1360,3718,2,0,0,3,7,1360,0,1987,0,98052,47.6827,-122.097,1090,3718,Thursday,September,2014,615000.0,272.0220588235294,2.7338235294117648,27
2014-10-08,268000.0,3,2,1850,6676,2,0,0,3,7,1850,0,1986,0,98023,47.3103,-122.36,1700,6663,Wednesday,October,2014,268450.0,144.86486486486487,3.6086486486486486,28
2014-07-16,345000.0,3,1,1120,10176,1,0,0,3,6,920,200,1905,0,98118,47.5235,-122.277,1350,7500,Wednesday,July,2014,367500.0,308.0357142857143,9.085714285714285,109
2014-07-02,851000.0,5,3,3760,9792,2,0,0,3,9,2550,1210,1984,0,98006,47.5654,-122.115,2960,16500,Wednesday,July,2014,760184.5,226.32978723404256,2.6042553191489364,30
2015-04-08,900000.0,3,2,1920,7200,2,0,2,3,10,1780,140,1997,0,98116,47.5709,-122.408,2080,5000,Wednesday,April,2015,562750.0,468.75,3.75,18
2014-07-03,850000.0,3,2,3230,5000,2,0,2,5,8,2430,800,1945,0,98117,47.7011,-122.389,1820,5000,Thursday,July,2014,544000.0,263.1578947368421,1.5479876160990713,69
2014-05-06,390000.0,3,1,1260,6500,1,0,0,4,7,1260,0,1966,0,98008,47.6224,-122.116,1500,7700,Tuesday,May,2014,545000.0,309.5238095238095,5.158730158730159,48
2014-06-10,345000.0,3,1,1540,6909,1,0,0,4,7,920,620,1955,0,98155,47.7451,-122.313,1130,6908,Tuesday,June,2014,375000.0,224.02597402597402,4.486363636363636,59
2014-06-16,534500.0,3,2,1700,3150,2,0,0,3,8,1700,0,2005,0,98029,47.5505,-121.998,1700,3600,Monday,June,2014,575000.0,314.4117647058824,1.8529411764705883,9
2014-11-18,643500.0,6,5,3600,3960,2,0,0,3,7,2400,1200,1971,0,98126,47.5656,-122.372,1450,4600,Tuesday,November,2014,395750.0,178.75,1.1,43
2015-01-15,495000.0,2,1,1280,4000,1,0,0,4,7,730,550,1929,0,98116,47.5798,-122.383,2250,5382,Thursday,January,2015,562750.0,386.71875,3.125,86
2014-07-30,535000.0,2,1,980,4120,1,0,0,3,7,830,150,1950,2014,98115,47.6815,-122.291,1760,4120,Wednesday,July,2014,567000.0,545.9183673469388,4.204081632653061,64
2014-10-29,435000.0,4,2,2190,6578,2,0,0,3,7,2190,0,2004,0,98065,47.5305,-121.847,2190,5416,Wednesday,October,2014,500000.0,198.63013698630138,3.00365296803653,10
2014-11-13,305000.0,4,2,2470,1831,2,0,0,3,7,1970,500,2009,0,98166,47.4645,-122.337,1310,7500,Thursday,November,2014,390000.0,123.48178137651821,0.7412955465587044,5
2014-06-19,799000.0,4,2,2590,7910,2,0,0,3,9,2590,0,2001,0,98115,47.6978,-122.284,1700,7488,Thursday,June,2014,567000.0,308.4942084942085,3.054054054054054,13
2014-11-13,700000.0,4,2,2580,15031,2,0,0,3,9,2580,0,1999,0,98052,47.6895,-122.094,3030,10361,Thursday,November,2014,615000.0,271.3178294573643,5.825968992248062,15
2014-05-20,467000.0,3,2,1270,1213,2,0,0,3,8,1040,230,2005,0,98107,47.6736,-122.375,1410,1265,Tuesday,May,2014,529950.0,367.7165354330709,0.9551181102362205,9
2015-04-07,263000.0,3,1,1250,7560,1,0,0,3,6,1250,0,1959,0,98058,47.4493,-122.173,1270,7615,Tuesday,April,2015,335000.0,210.4,6.048,56
2015-02-07,293000.0,4,2,2019,4435,2,0,3,3,8,2019,0,2008,0,98022,47.1958,-121.974,1950,4800,Saturday,February,2015,279500.0,145.12134720158494,2.1966319960376426,7
2014-08-21,245000.0,3,2,1490,7929,1,0,0,3,7,1490,0,1989,0,98002,47.2875,-122.218,1650,7929,Thursday,August,2014,235000.0,164.4295302013423,5.321476510067114,25
2015-04-23,240000.0,3,1,1030,15264,1,0,0,4,7,1030,0,1962,0,98056,47.5016,-122.168,1430,14840,Thursday,April,2015,380000.0,233.0097087378641,14.819417475728155,53
2014-11-17,880000.0,4,2,2560,7961,1,0,2,4,8,1450,1110,1975,0,98033,47.6499,-122.199,2500,9009,Monday,November,2014,678350.0,343.75,3.109765625,39
2014-06-25,285000.0,3,2,1460,6377,1,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,1600,6250,Wednesday,June,2014,342000.0,195.2054794520548,4.367808219178082,19
2015-04-16,407500.0,2,1,770,6017,1,0,0,3,7,770,0,1950,0,98125,47.7223,-122.321,1670,7500,Thursday,April,2015,425000.0,529.2207792207793,7.814285714285714,65
2014-08-12,325000.0,4,2,1960,3543,2,0,0,3,7,1960,0,2004,0,98056,47.4849,-122.184,2420,3646,Tuesday,August,2014,380000.0,165.81632653061226,1.8076530612244899,10
2014-10-17,405000.0,3,1,1900,10454,1,0,0,3,7,1390,510,1978,0,98155,47.7748,-122.291,2000,12000,Friday,October,2014,375000.0,213.1578947368421,5.502105263157895,36
2015-04-07,291700.0,3,2,1970,4120,1,0,0,3,6,1230,740,1927,0,98106,47.5328,-122.346,1470,4080,Tuesday,April,2015,315000.0,148.0710659898477,2.0913705583756346,88
2014-10-16,370000.0,3,2,2490,18525,2,0,3,3,8,2490,0,1995,0,98022,47.2119,-122.001,1850,9516,Thursday,October,2014,279500.0,148.59437751004015,7.4397590361445785,19
2014-05-28,270000.0,3,1,1430,8960,1,0,0,4,6,1430,0,1953,0,98166,47.4759,-122.349,1560,10125,Wednesday,May,2014,390000.0,188.8111888111888,6.265734265734266,61
2014-05-27,800000.0,4,2,2680,7200,1,0,0,3,8,1380,1300,1952,2013,98033,47.6835,-122.187,1950,8520,Tuesday,May,2014,678350.0,298.5074626865672,2.6865671641791047,62
2014-09-23,626500.0,3,1,1610,3210,1,0,0,5,7,910,700,1928,0,98103,47.6656,-122.335,1420,3210,Tuesday,September,2014,550000.0,389.1304347826087,1.9937888198757765,86
2014-08-22,399950.0,4,2,3200,7545,2,0,0,3,7,3200,0,2003,0,98038,47.3666,-122.03,2840,7137,Friday,August,2014,342000.0,124.984375,2.3578125,11
2014-07-24,419000.0,3,1,2140,15030,1,0,0,4,7,1570,570,1958,0,98166,47.4181,-122.338,2170,15030,Thursday,July,2014,390000.0,195.79439252336448,7.0233644859813085,56
2014-07-31,710000.0,4,2,2090,8064,2,0,0,5,7,2090,0,1967,0,98033,47.6829,-122.195,1460,8400,Thursday,July,2014,678350.0,339.7129186602871,3.8583732057416267,47
2015-03-30,650000.0,3,1,1410,4840,1,0,2,4,6,1230,180,1942,0,98033,47.6646,-122.204,1410,5400,Monday,March,2015,678350.0,460.9929078014184,3.4326241134751774,73
2015-03-18,403000.0,3,1,1400,6879,1,0,0,3,7,1400,0,1951,0,98155,47.7508,-122.286,1950,7400,Wednesday,March,2015,375000.0,287.85714285714283,4.913571428571428,64
2014-07-03,1015000.0,3,3,3620,4000,2,0,0,3,10,2730,890,2005,0,98199,47.6393,-122.403,1910,5000,Thursday,July,2014,689800.0,280.3867403314917,1.1049723756906078,9
2014-09-22,865000.0,4,2,2260,13600,1,0,0,4,8,1770,490,1974,0,98040,47.5436,-122.233,2630,13995,Monday,September,2014,993750.0,382.7433628318584,6.017699115044247,40
2014-10-16,810000.0,4,1,2150,3588,2,0,3,4,8,1850,300,1926,0,98126,47.5767,-122.378,1950,3588,Thursday,October,2014,395750.0,376.74418604651163,1.6688372093023256,88
2014-07-15,316750.0,3,2,1256,1154,3,0,0,3,7,1256,0,2005,0,98125,47.7146,-122.311,1309,1232,Tuesday,July,2014,425000.0,252.18949044585986,0.9187898089171974,9
2015-02-04,360000.0,6,2,2850,15240,1,0,0,3,7,1850,1000,1962,0,98106,47.5288,-122.345,2090,7620,Wednesday,February,2015,315000.0,126.3157894736842,5.347368421052631,53
2015-04-16,208000.0,2,1,700,5100,1,0,0,4,5,700,0,1953,0,98056,47.4957,-122.168,970,5811,Thursday,April,2015,380000.0,297.14285714285717,7.285714285714286,62
2015-02-27,295000.0,4,1,1400,11934,1,0,0,3,7,1050,350,1961,0,98028,47.7346,-122.244,2080,10400,Friday,February,2015,445000.0,210.71428571428572,8.524285714285714,54
2015-05-06,652500.0,4,1,3130,18253,2,0,0,3,7,3130,0,1978,0,98133,47.7402,-122.348,1850,12220,Wednesday,May,2015,375000.0,208.4664536741214,5.831629392971246,37
2014-07-25,560000.0,4,3,2170,5764,2,0,0,3,8,2170,0,1992,0,98029,47.5673,-121.999,2010,5681,Friday,July,2014,575000.0,258.06451612903226,2.656221198156682,22
2015-05-04,280000.0,3,1,1020,8400,1,0,0,4,7,1020,0,1957,0,98056,47.4905,-122.18,1690,8030,Monday,May,2015,380000.0,274.5098039215686,8.235294117647058,58
2014-06-30,289950.0,3,2,1760,8584,1,0,0,5,7,1760,0,1937,0,98148,47.4612,-122.325,2160,8584,Monday,June,2014,278000.0,164.7443181818182,4.877272727272727,77
2014-07-16,475000.0,2,1,1710,8645,1,0,0,4,7,1510,200,1923,0,98115,47.7005,-122.313,1280,5366,Wednesday,July,2014,567000.0,277.77777777777777,5.055555555555555,91
2014-10-02,125000.0,1,1,500,7440,1,0,0,1,5,500,0,1928,0,98106,47.5252,-122.362,1350,7440,Thursday,October,2014,315000.0,250.0,14.88,86
2014-08-20,296000.0,4,1,1370,9750,1,0,0,3,7,1070,300,1953,0,98168,47.4718,-122.323,1540,9789,Wednesday,August,2014,235000.0,216.05839416058393,7.116788321167883,61
2015-02-23,390000.0,3,2,1650,6250,1,0,0,3,7,1650,0,1910,0,98116,47.5639,-122.4,2060,6250,Monday,February,2015,562750.0,236.36363636363637,3.787878787878788,105
2014-11-19,425000.0,3,1,1180,3750,1,0,0,3,6,1030,150,1940,0,98116,47.5726,-122.382,1280,3750,Wednesday,November,2014,562750.0,360.1694915254237,3.1779661016949152,74
2014-06-26,725000.0,6,3,3110,5000,1,0,0,5,7,1810,1300,1921,0,98103,47.6631,-122.348,1600,4000,Thursday,June,2014,550000.0,233.11897106109325,1.607717041800643,93
2014-07-02,605000.0,3,2,2080,12134,1,0,0,4,8,1530,550,1973,0,98052,47.6315,-122.102,2320,12400,Wednesday,July,2014,615000.0,290.86538461538464,5.8336538461538465,41
2014-11-05,302000.0,3,1,1600,1950,2,0,0,2,7,1600,0,1906,0,98122,47.6028,-122.312,1310,1138,Wednesday,November,2014,572000.0,188.75,1.21875,108
2015-03-18,886000.0,3,2,2380,6000,2,0,0,5,9,1650,730,1931,0,98199,47.6472,-122.393,2000,6000,Wednesday,March,2015,689800.0,372.2689075630252,2.5210084033613445,84
2014-08-14,540000.0,4,1,1630,6120,1,0,0,5,7,980,650,1918,0,98115,47.6821,-122.31,1630,4080,Thursday,August,2014,567000.0,331.28834355828224,3.754601226993865,96
2015-04-14,435000.0,4,2,1910,8400,2,0,0,3,7,1910,0,1975,0,98072,47.7352,-122.175,1910,8400,Tuesday,April,2015,515000.0,227.74869109947645,4.397905759162303,40
2014-10-10,409000.0,4,3,3140,10752,2,0,0,3,7,2300,840,1992,0,98146,47.5022,-122.363,1300,9920,Friday,October,2014,305000.0,130.25477707006368,3.424203821656051,22
2015-01-06,405000.0,3,1,1250,7280,1,0,0,3,7,1250,0,1975,0,98052,47.6986,-122.129,1690,7280,Tuesday,January,2015,615000.0,324.0,5.824,40
2014-06-11,560200.0,3,2,1990,3984,2,0,0,3,8,1990,0,2004,0,98075,47.5914,-122.017,2320,3984,Wednesday,June,2014,739999.0,281.5075376884422,2.0020100502512563,10
2014-06-23,324000.0,4,1,2110,7208,1,0,0,3,8,1170,940,1975,0,98058,47.4464,-122.129,1820,7208,Monday,June,2014,335000.0,153.55450236966826,3.4161137440758296,39
